77 77
76 75
78 79
74 75
80 79
78 78
77 76
77 79
81 81
81 82
84 84
77 79
73 75
70 67
80 81
86 85
80 78
85 85
77 76
80 83
81 79
76 76
87 87
78 78
78 79
77 76
82 80
80 80
81 81
76 78
82 82
83 83
82 81
81 81
75 75
85 86
78 78
84 85
81 84
79 78
81 83
86 86
79 81
86 86
83 83
79 76
77 80
78 79
83 84
83 84
